UMAP_1,UMAP_2,Target
0.35249618,12.544666,Dropout
0.8371032,5.63107,Graduate
-0.42147672,1.9702293,Graduate
0.6416057,4.6063685,Enrolled
-2.8199975,9.450008,Graduate
-1.9479634,10.679419,Enrolled
-1.5460126,2.8468049,Graduate
-2.8696008,2.8477898,Graduate
-0.033921625,3.3388934,Graduate
-2.5174208,7.3925204,Graduate
-0.0972978,10.523464,Dropout
-0.69426006,2.4491363,Graduate
-1.1703826,8.806248,Dropout
-2.6377897,3.546587,Graduate
-4.1367936,9.256973,Graduate
0.7558147,5.669066,Graduate
-1.9763621,3.448589,Graduate
-0.98573136,10.14632,Enrolled
-0.37535992,1.9328552,Graduate
1.9292231,5.229197,Graduate
13.956222,5.5832214,Enrolled
-0.8933752,8.539448,Graduate
0.57527894,6.5245843,Dropout
-0.43154958,11.318274,Enrolled
-3.0961535,3.2350867,Enrolled
-0.3625401,11.333531,Enrolled
0.09463313,10.342394,Enrolled
-2.1494682,11.045202,Graduate
-3.6996398,7.467337,Graduate
-0.1787499,9.794046,Graduate
0.32049832,12.301789,Enrolled
-1.8131877,8.684756,Graduate
-3.6481738,3.8643413,Graduate
0.1121727,13.910125,Dropout
1.1212337,6.889235,Graduate
-3.1315734,9.5869465,Graduate
-3.9185705,10.051014,Graduate
0.3300784,10.880031,Dropout
-1.7817452,7.341768,Enrolled
-2.8228204,3.3891838,Graduate
-1.7281482,8.829224,Enrolled
-0.042667195,12.917876,Dropout
-1.0101,8.725351,Enrolled
-3.809337,4.043232,Graduate
-2.0945818,8.42851,Enrolled
-2.6380298,8.793782,Enrolled
-1.3769308,9.117691,Enrolled
0.10625022,13.755432,Dropout
-2.557987,8.890411,Graduate
-2.8039312,9.716523,Graduate
-3.5229034,8.445153,Graduate
-3.5271468,4.9175115,Dropout
13.945781,5.5951257,Dropout
-3.7048893,4.011276,Graduate
-1.8136219,10.973665,Graduate
-4.361013,7.8738966,Graduate
-0.36304265,2.6787026,Graduate
2.4634252,5.8404107,Graduate
-2.7455282,9.739238,Graduate
1.7421807,5.931274,Graduate
-3.0785282,2.641732,Enrolled
-4.3635607,9.0295105,Graduate
1.6317893,6.2755876,Graduate
1.7337333,5.444662,Graduate
0.15634698,12.828175,Dropout
-1.4713206,2.1320539,Graduate
2.180627,6.0872583,Graduate
-2.9743972,9.566639,Graduate
-3.6160824,7.3955903,Graduate
-4.044126,3.6369154,Graduate
1.7952327,6.5035286,Graduate
1.2308499,6.6260858,Graduate
-4.017662,9.531575,Graduate
1.7088042,6.1699367,Graduate
2.2176137,5.4711127,Graduate
-3.862442,4.0638604,Graduate
2.4747543,5.9589105,Graduate
-2.4921064,9.317985,Enrolled
-4.6011786,8.225466,Graduate
-3.7395575,4.4015512,Graduate
0.24892299,12.4550085,Enrolled
1.096301,6.1114526,Graduate
0.12799396,13.555379,Enrolled
0.1826166,3.4219265,Graduate
-0.79010415,2.2823925,Graduate
-4.097931,3.5190823,Graduate
-4.1277432,3.5835922,Graduate
-1.7737287,9.0264435,Enrolled
-2.9045198,8.569845,Enrolled
-3.5062232,8.582512,Graduate
-3.2443645,4.16167,Enrolled
1.5558369,7.8446875,Graduate
2.2195582,6.7386484,Graduate
-4.221609,9.327782,Graduate
-3.0151172,4.485767,Dropout
1.8624046,5.9546285,Graduate
-2.4524262,8.91614,Dropout
-0.6782208,10.487692,Enrolled
-0.72130847,10.496811,Dropout
-3.3402734,9.185152,Graduate
-0.43254814,12.883097,Enrolled
-5.1985035,8.199797,Graduate
-1.3904942,10.058751,Graduate
-0.5345651,10.752059,Graduate
-2.8456595,10.137815,Enrolled
-0.7763692,9.175597,Enrolled
-3.6567032,8.219897,Dropout
0.04413399,10.172056,Dropout
-2.3237133,10.5792,Dropout
0.16485424,13.656602,Dropout
-2.7590878,8.299878,Graduate
-0.33489406,7.509134,Enrolled
-1.6179135,2.6613152,Graduate
-0.05513768,7.963023,Dropout
-2.038698,10.968358,Graduate
2.6375797,6.041105,Graduate
-0.04061613,3.3013225,Graduate
-0.48782006,1.8684343,Graduate
0.4043105,8.656907,Graduate
-4.5500865,7.856436,Graduate
-1.5959835,2.3467474,Graduate
-2.9785376,9.292602,Graduate
-0.65257865,10.030312,Enrolled
1.7653822,6.5856075,Graduate
-0.68684894,11.298131,Dropout
1.0347149,7.91821,Graduate
1.4812278,4.8187804,Graduate
0.21950306,3.0358162,Graduate
0.3439494,7.9011397,Graduate
-4.740745,7.932798,Graduate
-2.567634,10.676665,Graduate
-2.3097484,7.9785023,Graduate
0.23484766,3.7366192,Graduate
-1.6767585,9.767333,Enrolled
-4.3558393,9.789752,Graduate
1.2696489,6.760709,Graduate
-0.73376846,2.3818958,Graduate
-4.2059727,9.847451,Graduate
13.949692,5.5871196,Graduate
0.85630083,6.730343,Graduate
-4.330761,9.837919,Graduate
0.81336784,6.7148843,Graduate
-2.5185964,10.579525,Graduate
1.0070252,7.939081,Graduate
-0.5536361,9.1671,Enrolled
-2.4522693,8.52584,Graduate
0.26485932,13.816854,Enrolled
-2.1538455,7.0901003,Graduate
-0.7150725,11.277041,Dropout
-3.4294672,2.695821,Graduate
-0.14218354,10.38228,Dropout
-3.861723,3.7303796,Graduate
-3.1586618,9.450738,Graduate
-3.2729793,8.066664,Dropout
-2.991565,9.710571,Graduate
-4.542815,8.494272,Dropout
1.7780554,7.9719605,Graduate
-4.2475796,9.361148,Graduate
-2.5876915,2.8637967,Graduate
-2.813613,4.41022,Graduate
1.2555852,6.895314,Graduate
-4.0344896,9.906435,Graduate
-1.9370335,7.2354565,Graduate
-0.20691644,2.5392249,Graduate
-2.5697882,4.3378625,Graduate
-3.1232772,8.612607,Graduate
-3.3161066,3.843197,Graduate
-0.10335701,10.60496,Graduate
-0.036009997,7.9793344,Enrolled
-4.358772,7.9824843,Graduate
1.943911,8.035144,Graduate
2.143043,6.1448236,Enrolled
-1.3997097,8.834153,Enrolled
0.106637254,3.3909876,Graduate
-3.6970572,3.4293225,Graduate
-3.3741899,3.587423,Graduate
-3.8598428,4.022909,Dropout
-0.76634324,2.3228073,Graduate
-0.38722846,2.0584347,Graduate
0.24769537,3.1827407,Dropout
-3.8067822,8.311854,Graduate
-2.547945,3.014855,Graduate
-4.0192943,3.5624342,Graduate
-2.7708533,3.7850986,Graduate
-1.2818052,10.088925,Graduate
-0.15167882,2.1150723,Graduate
-1.625481,9.813647,Enrolled
-1.9893472,9.872078,Graduate
-4.4015336,9.742248,Graduate
0.15792094,10.826028,Dropout
0.32894444,3.3049176,Graduate
1.0225358,6.0254507,Graduate
1.7417815,7.316921,Graduate
-2.4564779,9.575568,Enrolled
-0.45347413,1.8546784,Graduate
2.379096,6.3291817,Graduate
-2.7512283,4.6058574,Enrolled
-2.4203749,10.715033,Graduate
-0.72094816,10.091824,Graduate
-0.18347867,2.7511106,Graduate
0.15398873,13.960174,Dropout
-1.1614166,10.008893,Graduate
1.2281878,6.1993017,Graduate
-0.26813486,2.3535361,Graduate
-0.13019435,9.687683,Enrolled
-0.40350634,10.122906,Graduate
-2.4833086,2.766667,Graduate
0.47563335,4.1912103,Enrolled
13.953186,5.5878806,Enrolled
-1.7043649,2.3711026,Graduate
-2.9042592,3.382367,Graduate
-3.1040456,3.742735,Graduate
1.1640482,4.684564,Graduate
-3.2722456,10.44574,Graduate
0.41304472,5.909392,Graduate
2.0435982,7.1737523,Graduate
-0.10416983,13.898404,Graduate
1.7783009,5.7535934,Graduate
-0.45764416,2.5378149,Graduate
-0.501097,1.854626,Graduate
2.4315624,5.694543,Graduate
0.801209,8.242555,Dropout
-3.355324,2.6501455,Graduate
-2.8801465,10.415939,Dropout
-2.7484303,7.055608,Graduate
1.407757,8.388684,Enrolled
-2.7385623,4.5089264,Enrolled
-3.3195133,2.5822015,Graduate
0.9503464,5.828557,Graduate
-0.9212386,11.180508,Enrolled
-2.844035,4.3798184,Enrolled
-3.1736736,3.6584105,Graduate
-1.3035027,10.790187,Enrolled
0.38723966,12.207277,Dropout
2.2381907,7.3375998,Graduate
-3.1663318,3.4094968,Graduate
-2.299992,8.697241,Graduate
0.52565956,6.467975,Dropout
-2.0764205,10.996304,Graduate
-2.6735523,10.716656,Graduate
-0.6012736,11.211592,Dropout
13.995556,5.5359077,Enrolled
-1.3774936,8.926083,Graduate
-3.349514,9.14906,Graduate
-1.7015886,2.6825294,Graduate
-3.4618673,4.374458,Graduate
0.5474884,7.486223,Graduate
-0.05715816,11.196933,Dropout
-0.13436846,13.162304,Graduate
1.1511108,6.0947356,Graduate
-2.882716,4.434231,Enrolled
-0.34047517,9.483942,Dropout
-1.0764092,13.279855,Graduate
-3.9457207,7.428893,Graduate
-0.023307519,8.187696,Enrolled
-3.5834312,3.882651,Graduate
1.7339262,7.0935965,Graduate
-0.42820904,1.9399775,Graduate
-0.31103626,2.5701666,Graduate
0.47773248,5.8178096,Graduate
-2.0165198,10.349558,Graduate
-1.8055322,9.904665,Graduate
0.0796639,8.143591,Graduate
-0.43886563,13.123621,Graduate
-2.9557393,7.615693,Graduate
13.894319,5.6468086,Dropout
2.2062914,6.2529755,Graduate
0.26748478,12.828333,Dropout
-4.439515,7.8356857,Graduate
-1.747994,7.142283,Graduate
0.74213195,5.705181,Graduate
-1.1765765,9.96653,Graduate
-3.9721332,10.032024,Graduate
-2.6664484,2.9271438,Graduate
-4.282078,8.004585,Graduate
-2.3572369,9.308383,Graduate
-1.5518669,2.8534968,Graduate
-0.17679429,3.2311244,Graduate
-1.6005421,7.233102,Enrolled
-2.8255126,9.597442,Graduate
-3.9003584,9.492464,Graduate
2.2904487,6.8632417,Graduate
-0.27058133,3.1930218,Graduate
1.673501,8.058848,Graduate
-3.4805615,4.8506866,Dropout
-3.288232,9.643559,Enrolled
-3.2348359,8.679741,Graduate
-1.3925323,9.512536,Graduate
-2.7621121,3.6166131,Graduate
1.7682678,7.7457867,Enrolled
-2.6897113,2.457188,Graduate
-0.5879852,10.001057,Enrolled
1.4602209,5.7447195,Graduate
-2.0609007,7.166768,Graduate
1.3482649,6.9864955,Graduate
-2.7214367,2.6565785,Graduate
-2.8448043,3.4193482,Graduate
0.8282966,6.8838964,Graduate
1.7761294,5.3961678,Graduate
-2.30287,9.269135,Enrolled
-3.1239471,3.4728339,Graduate
-0.084774,9.078056,Dropout
-1.7536329,9.539365,Graduate
-0.07521428,10.748983,Enrolled
-5.1873236,8.083656,Graduate
-1.540822,2.5680165,Graduate
-3.9866047,3.5555477,Graduate
-0.5880576,9.872037,Enrolled
-2.849317,2.8555136,Graduate
-1.6332234,9.523071,Enrolled
-0.8495093,4.241614,Enrolled
-0.51877224,13.541518,Enrolled
-0.16594997,3.439708,Graduate
1.2329187,4.85327,Graduate
-0.09868174,13.468695,Dropout
-4.238195,9.113035,Graduate
0.3600469,3.2909226,Enrolled
-2.982635,2.6312766,Graduate
-2.4499767,7.1413083,Graduate
1.0163772,7.9868965,Enrolled
-2.4289365,8.678065,Enrolled
-4.747877,8.004812,Graduate
-0.6164841,9.555932,Dropout
-3.0431955,2.7219045,Graduate
-1.303154,7.6968837,Graduate
-2.5454748,9.412453,Graduate
-1.2384905,8.545238,Enrolled
-2.655667,9.0364,Graduate
-5.0372257,8.079451,Graduate
-2.5740333,8.307042,Graduate
-3.3947175,9.174155,Graduate
-0.14492962,2.1700013,Graduate
-3.1337678,9.538661,Graduate
-3.5040088,8.322801,Graduate
1.4157963,7.645434,Graduate
-2.7850003,8.224102,Enrolled
-0.96429336,2.1373146,Graduate
2.2587612,5.4651623,Graduate
-0.10169402,3.273552,Graduate
-1.9785708,9.8675585,Enrolled
0.14973989,10.471819,Dropout
-2.1713645,10.3334255,Graduate
1.9317961,7.2910013,Graduate
0.34136918,8.9845705,Enrolled
-3.6565907,3.9472592,Graduate
-3.6291144,8.393242,Graduate
-2.215528,8.038409,Dropout
1.7169505,7.933787,Enrolled
2.1875348,5.5129056,Graduate
-3.6762612,10.028494,Graduate
-1.7027541,9.330039,Enrolled
2.5285268,6.3113856,Graduate
-0.17028181,3.177374,Graduate
1.8992835,7.218329,Enrolled
-4.5459223,7.64147,Graduate
-0.037456468,3.4350388,Enrolled
1.8029125,6.551588,Graduate
13.96378,5.5728807,Graduate
-0.990811,10.562001,Dropout
-2.2403991,8.945236,Dropout
-2.1655135,10.613362,Enrolled
-0.6394194,8.991838,Dropout
-2.148435,11.00623,Enrolled
-0.64521843,10.721813,Dropout
-1.7242718,9.403977,Enrolled
-3.9044216,9.514182,Graduate
-1.0561771,9.711434,Enrolled
0.60726714,7.0662556,Graduate
-1.033354,11.042345,Enrolled
1.3219528,6.074613,Graduate
0.7884555,7.275327,Graduate
-0.121975906,8.195766,Graduate
-0.09749524,7.955041,Enrolled
-1.272732,7.689393,Graduate
-3.0368896,2.7612972,Graduate
-1.3336283,7.7707357,Graduate
-4.037977,8.195099,Graduate
-2.3172226,10.972634,Dropout
-3.440912,2.6825557,Graduate
0.04743674,13.484733,Dropout
0.036573373,9.312875,Graduate
-5.0672817,8.337858,Graduate
2.3725724,5.7940383,Graduate
-1.0734084,10.934703,Dropout
-0.45868206,13.404237,Enrolled
-3.6015065,3.8032897,Graduate
-1.9544249,9.039143,Enrolled
-2.099093,10.6381445,Graduate
0.09156278,14.020354,Dropout
0.334557,5.9017363,Graduate
0.6496498,4.637961,Dropout
0.0045496626,6.579011,Graduate
-1.6607562,10.6304245,Enrolled
-0.9317681,10.137823,Enrolled
0.15063797,10.861087,Dropout
-0.7724646,11.169051,Enrolled
-1.8092042,10.958187,Enrolled
-2.413783,3.476888,Enrolled
-1.5291014,9.94338,Dropout
-0.3763316,12.898865,Dropout
-0.24311545,10.244556,Enrolled
-3.5925202,9.813535,Enrolled
-3.939502,8.799892,Graduate
-2.600227,4.1407704,Graduate
-3.6220682,8.512294,Graduate
-1.6960304,10.809577,Graduate
-0.1746741,12.86367,Dropout
-0.42937964,4.137874,Graduate
-0.48383296,2.1096098,Graduate
-0.63491297,2.36115,Graduate
-3.0393596,2.554538,Enrolled
-3.810418,4.0242577,Graduate
-0.3838046,2.886446,Graduate
-2.7812762,10.2497425,Graduate
-0.94122297,10.991749,Enrolled
-3.9824224,7.455599,Graduate
-3.675563,2.8829148,Graduate
-0.49285656,1.8737218,Graduate
-3.9298005,7.8580894,Enrolled
0.9695981,6.4293375,Graduate
13.928092,5.6135263,Enrolled
-3.224807,7.3010945,Graduate
-0.653182,10.162055,Enrolled
-0.52695125,12.962884,Dropout
-2.1939719,10.989056,Dropout
-3.9941924,8.947572,Graduate
-1.3591949,2.5001514,Graduate
2.6780832,6.16367,Graduate
-2.886685,9.276581,Graduate
-1.1018957,2.162745,Graduate
-2.3781872,7.0436783,Graduate
-3.5304887,9.116702,Graduate
0.32824746,6.9075646,Graduate
-5.1144238,8.341741,Graduate
-0.18037626,2.330522,Graduate
-3.500165,3.6949513,Graduate
-3.045319,9.772935,Graduate
1.726923,7.341367,Graduate
0.74908704,5.74843,Graduate
-2.706043,10.761922,Graduate
0.18461853,12.350895,Dropout
-2.6027553,8.381164,Graduate
-2.0277326,8.827108,Dropout
-1.3919044,7.6919665,Dropout
0.27019116,13.668915,Dropout
0.2272487,13.601583,Dropout
-1.5726619,8.964667,Enrolled
-1.1851479,13.104878,Enrolled
1.2048873,6.0867558,Graduate
-1.2023385,8.769344,Enrolled
-1.1303711,10.85789,Graduate
-2.9993513,3.5038462,Graduate
-2.8412452,9.16797,Enrolled
-3.4237287,3.2814424,Dropout
1.1626354,7.841097,Graduate
-0.30327234,3.0253875,Graduate
1.6040003,5.39801,Graduate
1.7865412,8.088062,Graduate
-0.9443171,10.033563,Enrolled
-2.3983488,8.114323,Graduate
-1.6904658,10.25233,Graduate
-2.4230118,8.154103,Graduate
-3.8738577,4.0643196,Dropout
-0.08691196,13.2321005,Enrolled
0.77154833,8.185761,Enrolled
-3.4501815,8.584938,Graduate
-4.5499616,7.559185,Graduate
1.3093531,6.2075872,Graduate
1.387664,8.083499,Enrolled
-0.23273031,12.653764,Dropout
0.8625647,7.344584,Graduate
-0.23240855,12.298157,Dropout
-1.5947084,2.4125516,Graduate
-3.7520452,4.0029597,Graduate
-2.5866547,8.35734,Graduate
1.4113127,7.1946607,Graduate
-0.61029804,10.916331,Dropout
-2.3848617,8.733489,Dropout
-3.6947901,4.2651973,Graduate
-1.0458213,8.891313,Enrolled
-1.8143468,9.179344,Dropout
-0.25629038,13.704935,Graduate
-3.4878292,8.526052,Graduate
-3.591539,9.831291,Graduate
13.990803,5.5461473,Graduate
-2.1212533,9.301103,Graduate
-2.4309108,8.079093,Graduate
-3.375269,2.6642427,Graduate
-4.7768264,8.625701,Graduate
-0.3597232,11.221003,Enrolled
0.17836773,13.836127,Dropout
-0.508116,13.391011,Graduate
-3.4686778,8.429457,Graduate
-4.702051,7.7714267,Graduate
-4.377733,9.645338,Graduate
-0.96597224,8.45129,Enrolled
-4.126324,7.7807426,Graduate
-3.0911174,9.641978,Graduate
-2.9245064,3.3164036,Graduate
-3.3109543,3.815071,Graduate
-4.249303,8.621043,Graduate
-0.045737803,6.6227174,Graduate
-0.3824957,13.29393,Enrolled
-4.606586,8.146988,Graduate
-0.89569306,9.338773,Enrolled
-2.5791712,10.316842,Graduate
1.9271595,7.8117695,Graduate
1.5283208,6.3680706,Graduate
-1.0386397,12.794456,Enrolled
-0.32113922,2.4177573,Graduate
-4.396624,9.4391575,Graduate
-0.9359964,10.277486,Graduate
-2.590039,8.599041,Graduate
-1.8923018,9.45238,Graduate
1.8189551,5.970111,Graduate
-4.01132,9.840346,Graduate
-3.044463,9.098595,Graduate
1.7077258,6.1649137,Dropout
-3.9050508,3.4026513,Graduate
1.7504511,5.255341,Graduate
-2.3202355,3.4749656,Graduate
-2.8265755,4.5725665,Graduate
-1.0311259,10.030023,Dropout
-1.0785819,12.930547,Graduate
1.47538,7.447485,Graduate
0.020249879,2.6057787,Graduate
0.09536637,12.942652,Enrolled
1.9172112,5.991928,Graduate
1.3030514,7.6481214,Dropout
1.6901116,8.1137705,Graduate
-2.2675993,8.738382,Enrolled
1.9641143,6.6271005,Graduate
1.978132,8.0778885,Graduate
1.8429168,7.272905,Graduate
-4.8495436,7.8455777,Graduate
-0.6089894,1.9993807,Graduate
0.028723868,9.06618,Graduate
0.3153317,3.2927785,Graduate
-2.5943136,8.592661,Graduate
-3.4373236,9.903978,Graduate
0.283746,13.661183,Dropout
-2.2752583,8.061536,Graduate
-3.9188054,8.695329,Graduate
0.70507634,7.002198,Graduate
0.5302732,4.2085056,Graduate
-3.8873894,10.154608,Graduate
-2.3470867,8.769688,Graduate
-2.8931592,2.6865902,Graduate
0.5428658,6.331831,Graduate
-3.8747835,10.184302,Graduate
-2.812711,4.0088634,Graduate
1.4914442,4.8247886,Graduate
-2.1228812,7.322743,Graduate
-3.1766796,3.39057,Graduate
-0.2221106,11.197469,Dropout
-4.3435073,9.85314,Graduate
-3.1477087,4.490003,Graduate
-0.16066669,9.643589,Dropout
-0.3308977,8.706135,Graduate
-0.040067933,6.6007037,Graduate
-0.36720765,2.1472013,Graduate
